TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T01410,2026-06-28,Sugar,Grocery,South,Offline,3,999,2997,Net Banking,C0502
T01411,2026-11-19,Sugar,Grocery,West,Offline,6,9999,59994,UPI,C0225
T01412,2026-02-27,Table,Home,South,Offline,8,1499,11992,UPI,C0181
T01413,2026-08-26,Mixer,Home,West,Online,6,49999,299994,Net Banking,C0501
T01414,2026-11-04,Milk,Grocery,East,Online,1,999,999,Net Banking,C0063
T01415,2026-10-15,Chair,Home,West,Offline,6,2499,14994,Net Banking,C0409
T01416,2026-05-14,Headphones,Electronics,South,Offline,8,49999,399992,UPI,C0316
T01417,2026-08-18,Milk,Grocery,South,Online,10,499,4990,Credit Card,C0133
T01418,2026-11-06,Football,Sports,North,Offline,1,2499,2499,Credit Card,C0786
T01419,2026-10-11,Laptop,Electronics,East,Online,9,799,7191,Cash,C0549
T01420,2026-07-22,Jacket,Clothing,East,Offline,3,1499,4497,Cash,C0567
T01421,2026-05-08,Laptop,Electronics,North,Offline,1,9999,9999,Net Banking,C0044
T01422,2026-03-22,Chair,Home,South,Online,1,799,799,Credit Card,C0768
T01423,2026-03-05,Oil,Grocery,East,Online,3,49999,149997,UPI,C0076
T01424,2026-09-16,Rice,Grocery,South,Online,1,49999,49999,Net Banking,C0199
T01425,2026-11-07,Chair,Home,North,Offline,7,9999,69993,Credit Card,C0470
T01426,2026-04-14,Headphones,Electronics,West,Offline,10,4999,49990,Net Banking,C0096
T01427,2026-04-24,Sugar,Grocery,East,Online,5,4999,24995,Net Banking,C0018
T01428,2026-09-12,Bread,Grocery,North,Offline,9,49999,449991,Cash,C0592
T01429,2026-01-13,Milk,Grocery,West,Online,8,1499,11992,Credit Card,C0341
T01430,2026-03-15,Laptop,Electronics,South,Offline,9,499,4491,Cash,C0086
T01431,2026-03-14,Sugar,Grocery,South,Online,8,9999,79992,Net Banking,C0259
T01432,2026-07-30,Chair,Home,East,Offline,3,199,597,UPI,C0275
T01433,2026-12-20,Dress,Clothing,West,Offline,8,9999,79992,Cash,C0330
T01434,2026-08-25,Sugar,Grocery,North,Online,9,49999,449991,Net Banking,C0717
T01435,2026-02-09,Milk,Grocery,North,Online,1,499,499,Cash,C0449
T01436,2026-02-28,Smartwatch,Electronics,West,Online,8,499,3992,Net Banking,C0409
T01437,2026-01-05,Mixer,Home,East,Offline,7,999,6993,Credit Card,C0578
T01438,2026-11-29,Jeans,Clothing,South,Offline,5,9999,49995,Credit Card,C0484
T01439,2026-08-25,Jacket,Clothing,West,Online,3,499,1497,Credit Card,C0427
T01440,2026-04-02,Shoes,Clothing,East,Online,2,199,398,Cash,C0711
T01441,2026-02-18,Dumbbell,Sports,North,Offline,6,299,1794,Cash,C0069
T01442,2026-06-29,Cricket Bat,Sports,North,Online,6,29999,179994,Credit Card,C0292
T01443,2026-08-07,Yoga Mat,Sports,West,Offline,6,19999,119994,Cash,C0080
T01444,2026-10-31,T-Shirt,Clothing,South,Offline,4,999,3996,UPI,C0130
T01445,2026-09-25,Dumbbell,Sports,East,Offline,6,19999,119994,Cash,C0173
T01446,2026-01-02,Jeans,Clothing,South,Online,2,19999,39998,Cash,C0487
T01447,2026-01-01,Mixer,Home,West,Offline,1,499,499,Net Banking,C0335
T01448,2026-06-04,Football,Sports,West,Offline,4,9999,39996,Net Banking,C0724
T01449,2026-08-31,Chair,Home,North,Online,9,1499,13491,Cash,C0649
T01450,2026-05-23,Shoes,Clothing,West,Offline,9,4999,44991,UPI,C0572
T01451,2026-08-11,Microwave,Home,West,Offline,1,1499,1499,Net Banking,C0219
T01452,2026-11-12,Cricket Bat,Sports,South,Online,7,1499,10493,Cash,C0453
T01453,2026-07-04,Cricket Bat,Sports,East,Offline,1,19999,19999,UPI,C0378
T01454,2026-05-10,Football,Sports,North,Offline,10,999,9990,Net Banking,C0408
T01455,2026-01-23,Chair,Home,North,Offline,1,19999,19999,Net Banking,C0503
T01456,2026-03-30,Sugar,Grocery,East,Online,2,199,398,Cash,C0723
T01457,2026-04-01,T-Shirt,Clothing,North,Offline,7,299,2093,UPI,C0322
T01458,2026-02-19,Yoga Mat,Sports,North,Offline,4,29999,119996,Credit Card,C0727
T01459,2026-03-28,Yoga Mat,Sports,West,Offline,9,199,1791,UPI,C0067
T01460,2026-04-09,Cricket Bat,Sports,South,Offline,5,299,1495,UPI,C0283
T01461,2026-11-08,Dress,Clothing,North,Offline,7,499,3493,Credit Card,C0575
T01462,2026-06-29,Headphones,Electronics,North,Offline,8,19999,159992,UPI,C0120
T01463,2026-02-16,T-Shirt,Clothing,North,Online,3,1499,4497,UPI,C0223
T01464,2026-11-23,Table,Home,South,Offline,2,49999,99998,Cash,C0766
T01465,2026-03-09,Mixer,Home,East,Online,7,49999,349993,Credit Card,C0144
T01466,2026-10-17,Table,Home,East,Online,4,799,3196,Cash,C0303
T01467,2026-05-13,Bread,Grocery,East,Offline,2,4999,9998,Credit Card,C0791
T01468,2026-11-25,Dumbbell,Sports,West,Online,3,199,597,Cash,C0720
T01469,2026-08-11,Chair,Home,East,Online,4,1499,5996,Cash,C0265
T01470,2026-04-22,Bread,Grocery,South,Offline,1,299,299,Cash,C0479
T01471,2026-10-28,Chair,Home,North,Offline,10,2499,24990,UPI,C0645
T01472,2026-07-03,Smartphone,Electronics,East,Offline,7,4999,34993,UPI,C0192
T01473,2026-07-03,Microwave,Home,South,Online,8,9999,79992,Net Banking,C0632
T01474,2026-08-22,Tennis Racket,Sports,West,Offline,7,49999,349993,Cash,C0259
T01475,2026-07-11,Yoga Mat,Sports,West,Offline,8,29999,239992,UPI,C0240
T01476,2026-09-17,Smartwatch,Electronics,West,Online,7,999,6993,Cash,C0525
T01477,2026-03-27,Sofa,Home,South,Online,9,799,7191,Credit Card,C0056
T01478,2026-02-16,Microwave,Home,West,Online,6,4999,29994,Net Banking,C0001
T01479,2026-12-04,Jeans,Clothing,East,Online,3,999,2997,Cash,C0242
T01480,2026-04-15,Rice,Grocery,East,Online,4,499,1996,Net Banking,C0164
T01481,2026-06-26,Smartwatch,Electronics,West,Online,9,29999,269991,Net Banking,C0685
T01482,2026-07-12,Milk,Grocery,South,Offline,2,2499,4998,Cash,C0410
T01483,2026-06-17,Table,Home,North,Offline,10,2499,24990,Net Banking,C0686
T01484,2026-10-28,Smartphone,Electronics,South,Offline,10,499,4990,Credit Card,C0349
T01485,2026-09-14,Tablet,Electronics,North,Online,10,2499,24990,Cash,C0512
T01486,2026-04-07,Smartphone,Electronics,North,Offline,5,2499,12495,Net Banking,C0670
T01487,2026-04-03,Milk,Grocery,West,Offline,5,999,4995,UPI,C0268
T01488,2026-08-04,Jeans,Clothing,North,Offline,7,29999,209993,UPI,C0355
T01489,2026-12-18,Smartwatch,Electronics,East,Online,1,499,499,Net Banking,C0703
T01490,2026-08-21,Smartwatch,Electronics,North,Offline,7,2499,17493,Net Banking,C0265
T01491,2026-11-21,Tablet,Electronics,East,Offline,8,9999,79992,Credit Card,C0548
T01492,2026-07-06,Smartphone,Electronics,West,Online,7,9999,69993,Cash,C0008
T01493,2026-06-22,Yoga Mat,Sports,West,Offline,4,9999,39996,UPI,C0476
T01494,2026-05-25,Laptop,Electronics,East,Online,8,4999,39992,Credit Card,C0259
T01495,2026-08-06,Chair,Home,East,Online,1,9999,9999,Credit Card,C0366
T01496,2026-08-02,Smartwatch,Electronics,North,Online,6,999,5994,Credit Card,C0750
T01497,2026-01-19,Dumbbell,Sports,North,Online,4,499,1996,Cash,C0745
T01498,2026-03-16,Oil,Grocery,West,Online,5,1499,7495,Net Banking,C0042
T01499,2026-02-09,Chair,Home,North,Offline,1,499,499,UPI,C0346
T01500,2026-11-23,Table,Home,South,Offline,7,199,1393,UPI,C0444
T01501,2026-03-01,Dress,Clothing,South,Online,5,999,4995,Credit Card,C0588
T01502,2026-08-31,Shoes,Clothing,South,Offline,5,49999,249995,UPI,C0620
T01503,2026-07-24,Jacket,Clothing,West,Online,5,199,995,UPI,C0425
T01504,2026-12-03,Jacket,Clothing,East,Online,5,4999,24995,Cash,C0231
T01505,2026-01-10,Microwave,Home,East,Offline,2,19999,39998,Net Banking,C0651
T01506,2026-11-01,Sofa,Home,North,Offline,7,4999,34993,Credit Card,C0328
T01507,2026-06-27,Milk,Grocery,West,Online,8,49999,399992,Cash,C0690
T01508,2026-07-19,Table,Home,North,Offline,1,29999,29999,Credit Card,C0086
T01509,2026-04-17,Yoga Mat,Sports,East,Offline,5,999,4995,Net Banking,C0031
T01510,2026-03-21,Tennis Racket,Sports,East,Offline,3,19999,59997,Net Banking,C0784
T01511,2026-01-12,Sofa,Home,West,Online,8,799,6392,Net Banking,C0622
T01512,2026-03-05,Smartwatch,Electronics,North,Offline,4,799,3196,Cash,C0163
T01513,2026-07-25,Dumbbell,Sports,West,Offline,6,799,4794,Credit Card,C0789
T01514,2026-07-05,Headphones,Electronics,West,Online,9,9999,89991,Net Banking,C0507
T01515,2026-08-26,Table,Home,West,Offline,3,499,1497,UPI,C0546
T01516,2026-06-21,Milk,Grocery,West,Offline,2,2499,4998,Net Banking,C0194
T01517,2026-11-22,Tablet,Electronics,North,Offline,4,499,1996,UPI,C0333
T01518,2026-11-09,Jeans,Clothing,West,Online,10,29999,299990,Credit Card,C0024
T01519,2026-11-04,Sugar,Grocery,South,Offline,9,799,7191,Credit Card,C0741
T01520,2026-05-03,Shoes,Clothing,South,Offline,4,1499,5996,UPI,C0032
T01521,2026-04-16,Dumbbell,Sports,West,Online,8,799,6392,Cash,C0473
T01522,2026-09-14,Tablet,Electronics,South,Offline,6,499,2994,UPI,C0008
T01523,2026-01-17,Sugar,Grocery,North,Offline,8,2499,19992,Credit Card,C0734
T01524,2026-10-03,Tablet,Electronics,North,Offline,9,49999,449991,Net Banking,C0744
T01525,2026-01-31,Table,Home,West,Offline,1,1499,1499,Net Banking,C0128
T01526,2026-02-23,Jacket,Clothing,South,Offline,10,299,2990,Net Banking,C0673
T01527,2026-06-23,Jeans,Clothing,East,Online,8,799,6392,Credit Card,C0658
T01528,2026-12-22,Smartwatch,Electronics,East,Offline,8,799,6392,Credit Card,C0706
T01529,2026-08-16,Table,Home,East,Online,5,19999,99995,Cash,C0152
T01530,2026-09-25,Mixer,Home,East,Offline,4,1499,5996,Credit Card,C0734
T01531,2026-03-23,Yoga Mat,Sports,West,Offline,8,49999,399992,Cash,C0762
T01532,2026-12-22,Jeans,Clothing,West,Offline,10,999,9990,Cash,C0029
T01533,2026-04-19,Yoga Mat,Sports,North,Offline,3,19999,59997,Credit Card,C0739
T01534,2026-09-18,Dumbbell,Sports,South,Offline,8,19999,159992,Cash,C0602
T01535,2026-09-14,Sofa,Home,West,Online,6,2499,14994,Net Banking,C0180
T01536,2026-09-05,Rice,Grocery,South,Offline,2,1499,2998,Cash,C0230
T01537,2026-03-18,Sofa,Home,South,Offline,2,29999,59998,Net Banking,C0471
T01538,2026-10-19,Tablet,Electronics,South,Offline,4,49999,199996,UPI,C0409
T01539,2026-11-17,Headphones,Electronics,East,Online,9,299,2691,UPI,C0458
T01540,2026-10-18,Cricket Bat,Sports,South,Online,4,999,3996,Cash,C0707
T01541,2026-08-22,T-Shirt,Clothing,East,Online,10,999,9990,Cash,C0751
T01542,2026-02-02,Dress,Clothing,South,Online,5,199,995,Cash,C0600
T01543,2026-10-25,Oil,Grocery,North,Offline,2,9999,19998,UPI,C0202
T01544,2026-09-02,Smartwatch,Electronics,South,Online,2,4999,9998,Cash,C0613
T01545,2026-09-07,Sofa,Home,West,Online,1,19999,19999,Net Banking,C0797
T01546,2026-11-26,Dress,Clothing,North,Offline,10,4999,49990,Net Banking,C0616
T01547,2026-05-19,Milk,Grocery,West,Offline,6,9999,59994,Credit Card,C0271
T01548,2026-09-30,Jacket,Clothing,East,Offline,5,29999,149995,UPI,C0775
T01549,2026-04-04,Rice,Grocery,West,Offline,6,9999,59994,Cash,C0184
T01550,2026-02-03,Bread,Grocery,East,Online,2,4999,9998,Cash,C0798
T01551,2026-02-25,Jeans,Clothing,East,Offline,5,9999,49995,Net Banking,C0106
T01552,2026-12-17,Sofa,Home,South,Offline,4,19999,79996,Cash,C0197
T01553,2026-07-22,Jeans,Clothing,South,Offline,10,29999,299990,Net Banking,C0670
T01554,2026-11-01,Bread,Grocery,West,Offline,4,999,3996,Credit Card,C0149
T01555,2026-06-06,Chair,Home,East,Offline,6,4999,29994,Net Banking,C0781
T01556,2026-08-02,Smartwatch,Electronics,East,Online,1,2499,2499,Net Banking,C0786
T01557,2026-05-21,Smartphone,Electronics,East,Offline,4,29999,119996,Credit Card,C0025
T01558,2026-06-14,Oil,Grocery,South,Online,6,9999,59994,Net Banking,C0281
T01559,2026-02-24,Smartphone,Electronics,West,Offline,3,1499,4497,UPI,C0800
T01560,2026-12-04,Oil,Grocery,West,Online,4,999,3996,UPI,C0058
T01561,2026-11-24,Chair,Home,West,Offline,9,1499,13491,UPI,C0484
T01562,2026-03-10,Headphones,Electronics,South,Offline,7,499,3493,Cash,C0576
T01563,2026-02-15,Milk,Grocery,East,Offline,6,19999,119994,UPI,C0144
T01564,2026-02-04,Chair,Home,South,Online,8,49999,399992,Credit Card,C0480
T01565,2026-04-27,Bread,Grocery,East,Offline,6,799,4794,UPI,C0144
T01566,2026-03-03,Oil,Grocery,North,Online,7,4999,34993,Credit Card,C0017
T01567,2026-10-17,Rice,Grocery,West,Offline,9,1499,13491,Credit Card,C0650
T01568,2026-02-04,Tablet,Electronics,North,Online,2,9999,19998,UPI,C0588
T01569,2026-08-28,Cricket Bat,Sports,West,Offline,2,29999,59998,Net Banking,C0463
T01570,2026-03-19,Mixer,Home,East,Offline,3,29999,89997,Net Banking,C0022
T01571,2026-07-25,Yoga Mat,Sports,West,Online,1,19999,19999,UPI,C0231
T01572,2026-06-15,Milk,Grocery,East,Offline,5,799,3995,Cash,C0789
T01573,2026-10-22,Sofa,Home,South,Online,3,799,2397,Credit Card,C0186
T01574,2026-02-21,Tablet,Electronics,South,Offline,10,199,1990,UPI,C0336
T01575,2026-06-11,Jeans,Clothing,South,Offline,4,999,3996,Credit Card,C0239
T01576,2026-04-22,Mixer,Home,North,Offline,3,4999,14997,UPI,C0455
T01577,2026-04-17,Rice,Grocery,West,Online,8,4999,39992,Cash,C0790
T01578,2026-07-14,Football,Sports,North,Online,2,499,998,Cash,C0124
T01579,2026-09-08,Yoga Mat,Sports,South,Online,6,2499,14994,UPI,C0520
T01580,2026-07-04,Bread,Grocery,West,Online,9,299,2691,UPI,C0390
T01581,2026-08-04,Rice,Grocery,East,Online,6,1499,8994,Net Banking,C0668
T01582,2026-06-03,T-Shirt,Clothing,North,Offline,7,4999,34993,Credit Card,C0047
T01583,2026-03-14,Jeans,Clothing,South,Online,10,199,1990,Cash,C0712
T01584,2026-08-29,Laptop,Electronics,East,Offline,10,799,7990,Net Banking,C0162
T01585,2026-08-03,Jeans,Clothing,South,Offline,9,499,4491,UPI,C0167
T01586,2026-01-16,Milk,Grocery,East,Offline,5,2499,12495,Credit Card,C0030
T01587,2026-01-14,Mixer,Home,South,Offline,8,199,1592,UPI,C0553
T01588,2026-07-13,Tennis Racket,Sports,North,Online,3,499,1497,Credit Card,C0229
T01589,2026-02-17,Rice,Grocery,West,Offline,2,4999,9998,Net Banking,C0138
T01590,2026-11-05,Headphones,Electronics,East,Online,8,4999,39992,Credit Card,C0673
T01591,2026-10-04,Sofa,Home,West,Online,2,4999,9998,Cash,C0225
T01592,2026-09-21,Jeans,Clothing,North,Online,4,29999,119996,Net Banking,C0290
T01593,2026-11-11,Smartphone,Electronics,South,Offline,4,999,3996,Credit Card,C0728
T01594,2026-08-25,Tennis Racket,Sports,East,Online,9,19999,179991,Credit Card,C0433
T01595,2026-07-11,Dress,Clothing,West,Online,1,49999,49999,Cash,C0187
T01596,2026-01-08,T-Shirt,Clothing,West,Offline,4,499,1996,UPI,C0586
T01597,2026-09-04,Bread,Grocery,West,Offline,4,29999,119996,Cash,C0465
T01598,2026-11-15,Sofa,Home,East,Offline,8,299,2392,Credit Card,C0191
T01599,2026-05-11,Table,Home,North,Offline,9,4999,44991,Credit Card,C0065
T01600,2026-07-07,Rice,Grocery,North,Online,9,499,4491,Net Banking,C0114
T01601,2026-03-03,Yoga Mat,Sports,East,Offline,3,1499,4497,Net Banking,C0567
T01602,2026-02-12,Cricket Bat,Sports,South,Online,7,9999,69993,Cash,C0795
T01603,2026-01-09,Jacket,Clothing,South,Online,9,19999,179991,Credit Card,C0553
T01604,2026-04-28,Cricket Bat,Sports,North,Online,6,499,2994,Cash,C0770
T01605,2026-03-19,Tennis Racket,Sports,East,Online,7,799,5593,Net Banking,C0304
T01606,2026-07-19,Dumbbell,Sports,East,Online,8,4999,39992,Credit Card,C0001
T01607,2026-02-08,Sofa,Home,North,Online,5,799,3995,Net Banking,C0144
T01608,2026-03-15,Milk,Grocery,South,Offline,4,2499,9996,Net Banking,C0606
T01609,2026-04-10,Jacket,Clothing,East,Online,2,799,1598,Net Banking,C0127
T01610,2026-10-27,Jeans,Clothing,East,Offline,8,499,3992,UPI,C0653
T01611,2026-03-02,Yoga Mat,Sports,West,Online,9,299,2691,Net Banking,C0306
T01612,2026-03-05,Tennis Racket,Sports,North,Offline,8,499,3992,Credit Card,C0042
T01613,2026-07-15,Mixer,Home,South,Offline,8,2499,19992,Credit Card,C0231
T01614,2026-09-25,Laptop,Electronics,East,Online,10,19999,199990,Net Banking,C0719
T01615,2026-08-10,Rice,Grocery,East,Offline,2,999,1998,Credit Card,C0430
T01616,2026-12-08,Chair,Home,North,Offline,2,199,398,Cash,C0600
T01617,2026-09-11,Dress,Clothing,East,Online,7,29999,209993,Net Banking,C0575
T01618,2026-11-07,Dumbbell,Sports,West,Online,10,9999,99990,UPI,C0605
T01619,2026-11-26,Tablet,Electronics,South,Offline,2,299,598,Net Banking,C0404
T01620,2026-01-21,Table,Home,North,Offline,8,19999,159992,Net Banking,C0686
T01621,2026-01-14,Dress,Clothing,East,Online,3,199,597,Credit Card,C0423
T01622,2026-01-15,Bread,Grocery,East,Offline,6,29999,179994,Cash,C0284
T01623,2026-08-17,Headphones,Electronics,East,Online,8,49999,399992,Cash,C0572
T01624,2026-10-08,Table,Home,West,Online,6,499,2994,Credit Card,C0361
T01625,2026-11-12,Cricket Bat,Sports,North,Online,6,999,5994,Net Banking,C0321
T01626,2026-11-15,Milk,Grocery,East,Offline,7,799,5593,Credit Card,C0346
T01627,2026-08-13,Microwave,Home,North,Online,3,1499,4497,Cash,C0596
T01628,2026-06-08,Tennis Racket,Sports,South,Offline,5,9999,49995,UPI,C0204
T01629,2026-02-17,Tablet,Electronics,South,Offline,7,999,6993,Credit Card,C0407
T01630,2026-03-10,Rice,Grocery,North,Offline,5,19999,99995,Cash,C0454
T01631,2026-01-21,Dress,Clothing,East,Online,3,29999,89997,Net Banking,C0230
T01632,2026-12-22,Jeans,Clothing,South,Online,4,4999,19996,UPI,C0304
T01633,2026-05-05,Tablet,Electronics,West,Online,8,4999,39992,Net Banking,C0191
T01634,2026-09-23,Dumbbell,Sports,East,Offline,10,2499,24990,Credit Card,C0442
T01635,2026-07-09,Microwave,Home,East,Online,6,9999,59994,Cash,C0330
T01636,2026-12-26,Dress,Clothing,North,Offline,10,499,4990,Credit Card,C0108
T01637,2026-11-06,Jacket,Clothing,West,Offline,9,799,7191,UPI,C0472
T01638,2026-11-13,Oil,Grocery,North,Online,10,2499,24990,UPI,C0574
T01639,2026-08-18,Football,Sports,South,Online,6,4999,29994,Credit Card,C0067
T01640,2026-05-22,Yoga Mat,Sports,West,Offline,1,49999,49999,Cash,C0406
T01641,2026-04-21,Bread,Grocery,East,Offline,9,49999,449991,Cash,C0584
T01642,2026-09-18,Milk,Grocery,East,Online,9,29999,269991,UPI,C0730
T01643,2026-07-03,Football,Sports,North,Offline,2,19999,39998,Cash,C0751
T01644,2026-04-10,Dress,Clothing,North,Offline,3,499,1497,UPI,C0340
T01645,2026-02-15,Smartwatch,Electronics,West,Offline,10,49999,499990,Net Banking,C0714
T01646,2026-08-31,Jacket,Clothing,East,Offline,3,299,897,Cash,C0725
T01647,2026-08-09,Table,Home,East,Offline,2,499,998,Cash,C0233
T01648,2026-06-29,Headphones,Electronics,East,Online,8,299,2392,UPI,C0571
T01649,2026-01-31,Mixer,Home,North,Online,3,199,597,Credit Card,C0394
T01650,2026-06-06,Tablet,Electronics,North,Online,10,1499,14990,Cash,C0652
T01651,2026-11-14,Milk,Grocery,East,Online,9,799,7191,Cash,C0615
T01652,2026-07-11,Cricket Bat,Sports,South,Online,8,49999,399992,Net Banking,C0032
T01653,2026-11-15,Tablet,Electronics,East,Online,2,999,1998,Credit Card,C0700
T01654,2026-04-03,Tennis Racket,Sports,West,Online,3,299,897,Cash,C0628
T01655,2026-06-22,Sugar,Grocery,North,Online,7,4999,34993,Credit Card,C0253
T01656,2026-07-07,Jeans,Clothing,West,Online,8,799,6392,Credit Card,C0061
T01657,2026-09-03,Football,Sports,East,Offline,9,299,2691,Cash,C0290
T01658,2026-06-14,Shoes,Clothing,West,Offline,4,999,3996,Net Banking,C0387
T01659,2026-02-12,Rice,Grocery,East,Offline,8,299,2392,Net Banking,C0314
T01660,2026-09-12,Mixer,Home,South,Online,9,199,1791,Credit Card,C0602
T01661,2026-10-20,Cricket Bat,Sports,North,Online,6,49999,299994,UPI,C0311
T01662,2026-07-17,Jacket,Clothing,West,Online,9,199,1791,Credit Card,C0698
T01663,2026-12-24,Smartphone,Electronics,South,Online,2,4999,9998,Credit Card,C0075
T01664,2026-04-15,Milk,Grocery,North,Online,10,29999,299990,Net Banking,C0211
T01665,2026-12-19,Headphones,Electronics,East,Online,1,799,799,Net Banking,C0234
T01666,2026-07-10,Rice,Grocery,South,Offline,3,499,1497,Net Banking,C0697
T01667,2026-10-20,Microwave,Home,North,Offline,5,2499,12495,Net Banking,C0387
T01668,2026-05-23,Shoes,Clothing,North,Offline,5,19999,99995,UPI,C0713
T01669,2026-08-18,Jeans,Clothing,North,Online,2,29999,59998,Cash,C0501
T01670,2026-02-04,Dress,Clothing,East,Offline,6,499,2994,Credit Card,C0550
T01671,2026-05-27,Sofa,Home,North,Offline,5,299,1495,Cash,C0089
T01672,2026-10-12,Milk,Grocery,North,Offline,3,9999,29997,Net Banking,C0112
T01673,2026-02-27,T-Shirt,Clothing,North,Online,7,499,3493,Cash,C0447
T01674,2026-11-12,Table,Home,North,Online,3,4999,14997,Cash,C0743
T01675,2026-06-12,Tablet,Electronics,East,Offline,1,499,499,Cash,C0359
T01676,2026-08-25,T-Shirt,Clothing,South,Offline,7,2499,17493,UPI,C0231
T01677,2026-04-05,Jacket,Clothing,West,Online,8,199,1592,Cash,C0617
T01678,2026-09-28,Sofa,Home,East,Online,3,499,1497,UPI,C0702
T01679,2026-02-03,Sugar,Grocery,South,Offline,9,199,1791,Credit Card,C0040
T01680,2026-03-15,Smartphone,Electronics,North,Online,1,2499,2499,Net Banking,C0788
T01681,2026-10-18,Smartphone,Electronics,North,Online,1,19999,19999,Net Banking,C0586
T01682,2026-11-27,Bread,Grocery,West,Online,10,2499,24990,Net Banking,C0628
T01683,2026-05-09,Table,Home,West,Offline,8,499,3992,Cash,C0148
T01684,2026-05-27,Shoes,Clothing,East,Online,5,499,2495,Net Banking,C0308
T01685,2026-03-15,Smartwatch,Electronics,South,Offline,7,49999,349993,Cash,C0642
T01686,2026-06-30,Shoes,Clothing,West,Offline,7,2499,17493,Net Banking,C0398
T01687,2026-08-26,Chair,Home,West,Online,6,29999,179994,Cash,C0252
T01688,2026-04-22,Dress,Clothing,East,Offline,4,49999,199996,Net Banking,C0384
T01689,2026-11-26,Microwave,Home,West,Online,7,499,3493,Net Banking,C0308
T01690,2026-11-16,Rice,Grocery,East,Online,4,799,3196,Net Banking,C0530
T01691,2026-08-10,Shoes,Clothing,South,Offline,1,49999,49999,Cash,C0280
T01692,2026-12-15,Cricket Bat,Sports,South,Online,7,19999,139993,Net Banking,C0325
T01693,2026-08-28,Jeans,Clothing,North,Online,8,1499,11992,UPI,C0088
T01694,2026-01-11,Laptop,Electronics,East,Offline,6,299,1794,Cash,C0762
T01695,2026-03-19,Jacket,Clothing,East,Offline,2,1499,2998,Net Banking,C0347
T01696,2026-12-27,Jacket,Clothing,South,Online,5,299,1495,Cash,C0426
T01697,2026-03-02,Tennis Racket,Sports,West,Offline,7,499,3493,Cash,C0117
T01698,2026-12-06,Shoes,Clothing,South,Offline,2,199,398,Net Banking,C0389
T01699,2026-09-02,T-Shirt,Clothing,East,Offline,10,49999,499990,Cash,C0459
T01700,2026-01-11,Sugar,Grocery,North,Offline,6,1499,8994,UPI,C0182
T01701,2026-03-11,Yoga Mat,Sports,North,Online,7,499,3493,Credit Card,C0300
T01702,2026-12-31,Headphones,Electronics,North,Offline,10,4999,49990,Cash,C0374
T01703,2026-05-10,Dress,Clothing,North,Offline,5,9999,49995,Credit Card,C0171
T01704,2026-01-27,Jacket,Clothing,West,Offline,5,4999,24995,UPI,C0280
T01705,2026-12-03,Rice,Grocery,North,Online,6,9999,59994,UPI,C0753
T01706,2026-10-21,Headphones,Electronics,West,Offline,7,799,5593,Net Banking,C0037
T01707,2026-12-22,Table,Home,West,Offline,6,1499,8994,Credit Card,C0136
T01708,2026-06-27,Sofa,Home,East,Offline,4,4999,19996,UPI,C0461
T01709,2026-12-10,Headphones,Electronics,North,Online,9,299,2691,UPI,C0249
T01710,2026-02-08,Jacket,Clothing,South,Online,2,499,998,UPI,C0010
T01711,2026-01-07,Sofa,Home,West,Offline,2,499,998,UPI,C0628
T01712,2026-03-04,Smartphone,Electronics,North,Online,4,49999,199996,UPI,C0736
T01713,2026-02-16,Smartwatch,Electronics,North,Online,4,799,3196,Net Banking,C0329
T01714,2026-11-17,Cricket Bat,Sports,West,Online,8,799,6392,Net Banking,C0295
T01715,2026-12-13,Football,Sports,North,Online,8,499,3992,Cash,C0203
T01716,2026-05-15,Dress,Clothing,North,Online,10,799,7990,Cash,C0192
T01717,2026-06-14,Jeans,Clothing,East,Offline,7,29999,209993,Credit Card,C0224
T01718,2026-08-07,Chair,Home,North,Offline,4,9999,39996,Credit Card,C0773
T01719,2026-03-24,Laptop,Electronics,East,Online,2,4999,9998,Net Banking,C0082
T01720,2026-12-12,Rice,Grocery,East,Online,2,1499,2998,Credit Card,C0745
T01721,2026-06-13,Bread,Grocery,West,Offline,8,1499,11992,Net Banking,C0321
T01722,2026-10-07,Jeans,Clothing,North,Offline,10,499,4990,Net Banking,C0477
T01723,2026-08-25,Table,Home,West,Online,8,4999,39992,Cash,C0756
T01724,2026-07-17,Rice,Grocery,West,Online,3,1499,4497,Net Banking,C0375
T01725,2026-01-08,Milk,Grocery,South,Online,3,19999,59997,UPI,C0017
T01726,2026-07-20,Milk,Grocery,South,Online,5,1499,7495,Net Banking,C0402
T01727,2026-03-23,Sofa,Home,South,Offline,5,799,3995,Net Banking,C0444
T01728,2026-08-11,Shoes,Clothing,North,Online,1,1499,1499,Credit Card,C0723
T01729,2026-09-02,Yoga Mat,Sports,West,Online,3,799,2397,Net Banking,C0503
T01730,2026-01-07,Microwave,Home,East,Offline,6,29999,179994,UPI,C0614
T01731,2026-03-08,Yoga Mat,Sports,East,Online,6,49999,299994,Credit Card,C0579
T01732,2026-08-31,Laptop,Electronics,West,Online,8,1499,11992,Cash,C0335
T01733,2026-12-19,Jacket,Clothing,East,Offline,8,999,7992,Cash,C0131
T01734,2026-06-14,Cricket Bat,Sports,South,Online,10,19999,199990,Net Banking,C0577
T01735,2026-08-29,Headphones,Electronics,West,Online,9,299,2691,Credit Card,C0084
